block_date,total_eth_balance,number_of_addresses
2019-09-12,107670240.138451801,6185762
2019-09-13,107683530.688133244,6192475
2019-09-14,107697062.871535119,6197473
2019-09-15,107710492.042639921,6199608
2019-09-16,107724115.925420578,6205693
2019-09-17,107737585.516549325,6209487
2019-09-18,107751164.7613448,6211017
2019-09-19,107764460.715708459,6201426
2019-09-20,107778010.776502092,6206086
2019-09-21,107791491.981476184,6211480
2019-09-22,107804897.028185064,6218638
2019-09-23,107818501.554585113,6228353
2019-09-24,107831730.30805109,6234762
2019-09-25,107845226.912095053,6244058
2019-09-26,107858589.913876151,6245111
2019-09-27,107871916.98738746,6251924
2019-09-28,107885379.825056308,6258214
2019-09-29,107898882.715021537,6264559
2019-09-30,107912235.803509857,6267264
2019-10-01,107925742.623683938,6267019
2019-10-02,107939054.733248666,6255745
2019-10-03,107952462.435185192,6255817
2019-10-04,107965932.919880558,6258422
2019-10-05,107979420.966246235,6262386
2019-10-06,107992941.395078346,6265573
2019-10-07,108006269.760527333,6268315
2019-10-08,108019551.865689239,6271619
2019-10-09,108032867.97105471,6272042
2019-10-10,108046158.651027447,6274300
2019-10-11,108059492.556040957,6269801
2019-10-12,108072721.158838221,6273114
2019-10-13,108086081.360267604,6280763
2019-10-14,108099415.155946272,6286304
2019-10-15,108112916.282196236,6293694
2019-10-16,108126168.019407795,6300737
2019-10-17,108139391.794208206,6310802
2019-10-18,108152649.750516055,6321012
2019-10-19,108165917.831488755,6327145
2019-10-20,108179234.440497391,6332633
2019-10-21,108192352.19381605,6340428
2019-10-22,108205719.319533433,6347906
2019-10-23,108219060.077584017,6353354
2019-10-24,108232171.354555949,6361771
2019-10-25,108245034.183603728,6361628
2019-10-26,108258160.631351955,6365099
2019-10-27,108271032.521409702,6371786
2019-10-28,108284113.026362756,6377735
2019-10-29,108297139.368976282,6383615
2019-10-30,108310276.520874551,6389776
2019-10-31,108323314.21259228,6394537
2019-11-01,108336517.139713179,6400565
2019-11-02,108349487.043898013,6405074
2019-11-03,108362597.916816928,6408015
2019-11-04,108375568.727958622,6408845
2019-11-05,108388610.092671473,6411832
2019-11-06,108401626.124202014,6415299
2019-11-07,108414610.957182464,6430482
2019-11-08,108427604.784072076,6433834
2019-11-09,108440419.873847566,6438550
2019-11-10,108452963.713993756,6442850
2019-11-11,108465522.410492964,6446498
2019-11-12,108478097.500656613,6443065
2019-11-13,108490642.700858224,6446701
2019-11-14,108503203.841456683,6454439
2019-11-15,108515742.593129163,6459886
2019-11-16,108528285.234966352,6462663
2019-11-17,108540907.970571306,6461152
2019-11-18,108553437.503787758,6467461
2019-11-19,108565817.487134788,6471457
2019-11-20,108578380.294220865,6473907
2019-11-21,108591039.259512783,6479817
2019-11-22,108603547.504881461,6482100
2019-11-23,108616158.585770619,6484278
2019-11-24,108628732.826651282,6488144
2019-11-25,108641075.569891127,6491252
2019-11-26,108652841.609165043,6491512
2019-11-27,108664654.114190188,6495734
2019-11-28,108676365.339222945,6500344
2019-11-29,108688086.097241136,6502762
2019-11-30,108699971.211480773,6506668
2019-12-01,108711447.031781573,6508907
2019-12-02,108723161.174178155,6510323
2019-12-03,108734916.679744136,6516862
2019-12-04,108746555.969710477,6524821
2019-12-05,108758275.711859972,6533102
2019-12-06,108770005.963900435,6541538
2019-12-07,108781796.150242754,6548265
2019-12-08,108793479.886723819,6555903
2019-12-09,108805231.797758377,6561726
2019-12-10,108817127.708723593,6569143
2019-12-11,108828755.62741935,6575321
2019-12-12,108840564.230981876,6581939
2019-12-13,108851863.754851513,6586361
2019-12-14,108862343.985307893,6594915
2019-12-15,108872917.29167662,6599355
2019-12-16,108883413.809343203,6606499
2019-12-17,108893857.451337923,6613522
2019-12-18,108904174.855153591,6618418
2019-12-19,108914516.571767787,6623419
2019-12-20,108924758.045220339,6628989
2019-12-21,108935181.260490813,6632205
2019-12-22,108945431.770157551,6637217
2019-12-23,108955682.380456397,6634156
2019-12-24,108966056.501917336,6633388
2019-12-25,108976277.717841485,6632755
2019-12-26,108986529.386060592,6636560
2019-12-27,108996916.546365493,6641713
2019-12-28,109007369.014234199,6637755
2019-12-29,109017740.101252455,6640247
2019-12-30,109028154.817614596,6637216
2019-12-31,109038477.683431256,6640819
2020-01-01,109048753.003957955,6643851
2020-01-02,109060589.021647217,6647661
2020-01-03,109074215.958839546,6652846
2020-01-04,109087918.94472805,6657872
2020-01-05,109101427.909523139,6660392
2020-01-06,109115182.055045016,6660857
2020-01-07,109128778.930536404,6659652
2020-01-08,109142369.381215828,6657593
2020-01-09,109155973.079590173,6661269
2020-01-10,109169601.28147975,6661480
2020-01-11,109183197.593589784,6662645
2020-01-12,109196821.471870687,6663738
2020-01-13,109210403.988427207,6665208
2020-01-14,109224026.40689653,6657718
2020-01-15,109237540.584606917,6660723
2020-01-16,109251099.618005037,6661706
2020-01-17,109264786.730466966,6657503
2020-01-18,109278371.905735344,6658848
2020-01-19,109292097.585036977,6650412
2020-01-20,109305675.415392248,6647404
2020-01-21,109319355.045670072,6641935
2020-01-22,109332829.498549602,6643973
2020-01-23,109346598.903654945,6638822
2020-01-24,109360164.148244399,6639712
2020-01-25,109373729.432505109,6639273
2020-01-26,109387283.369897937,6640013
2020-01-27,109400936.097508907,6644490
2020-01-28,109414472.702629334,6644867
2020-01-29,109428132.386818525,6645501
2020-01-30,109441612.131933603,6649091
2020-01-31,109455234.861617362,6652730
2020-02-01,109468722.302608235,6656388
2020-02-02,109482333.385311787,6661595
2020-02-03,109496005.391858656,6657392
2020-02-04,109509766.001838426,6661942
2020-02-05,109523284.689190537,6659634
2020-02-06,109536939.011220882,6667933
2020-02-07,109550580.896201315,6674307
2020-02-08,109564115.194342028,6679156
2020-02-09,109577664.933595982,6684777
2020-02-10,109591338.643277284,6690274
2020-02-11,109604992.183613788,6695061
2020-02-12,109618547.642036887,6700608
2020-02-13,109632142.105026858,6708590
2020-02-14,109645915.818828189,6714962
2020-02-15,109659627.500016686,6720834
2020-02-16,109673438.866749352,6723559
2020-02-17,109687101.490264116,6726576
2020-02-18,109700771.02453161,6729411
2020-02-19,109714524.513782001,6729847
2020-02-20,109728064.317035969,6734343
2020-02-21,109741592.659841348,6736959
2020-02-22,109755441.329060846,6735143
2020-02-23,109769409.240224109,6729898
2020-02-24,109783094.043635485,6732599
2020-02-25,109796546.571250996,6735189
2020-02-26,109810185.256042555,6743311
2020-02-27,109823767.011704325,6733980
2020-02-28,109837394.499958981,6743655
2020-02-29,109850952.087430575,6736495
2020-03-01,109864425.816386972,6741445
2020-03-02,109878030.221072791,6742263
2020-03-03,109891655.330538744,6748428
2020-03-04,109905332.657808385,6755070
2020-03-05,109918721.942940577,6757609
2020-03-06,109932371.646962308,6757735
2020-03-07,109945980.715725361,6757628
2020-03-08,109959657.086703298,6761497
2020-03-09,109973143.642368995,6764377
2020-03-10,109986729.820416186,6765946
2020-03-11,110000350.241568574,6767303
2020-03-12,110013898.107408795,6776266
2020-03-13,110027201.083796106,6793549
2020-03-14,110040761.270032479,6794000
2020-03-15,110054378.768850364,6791661
2020-03-16,110067889.831513807,6785473
2020-03-17,110081478.050390135,6783981
2020-03-18,110095117.208628699,6785343
2020-03-19,110108733.701126637,6791607
2020-03-20,110122265.271115586,6798206
2020-03-21,110135934.280492553,6797811
2020-03-22,110149328.407893697,6795956
2020-03-23,110163028.069928306,6791348
2020-03-24,110176532.470251349,6783744
2020-03-25,110190129.221279774,6784262
2020-03-26,110203735.142310584,6779241
2020-03-27,110217468.525157818,6773177
2020-03-28,110231001.553043419,6769338
2020-03-29,110244717.316608621,6763785
2020-03-30,110258227.631208478,6761495
2020-03-31,110271740.433293701,6771195
2020-04-01,110285427.831567754,6778931
2020-04-02,110298953.177649698,6787764
2020-04-03,110312509.700201839,6795100
2020-04-04,110325999.525914994,6803131
2020-04-05,110339531.6802973,6811552
2020-04-06,110352916.886486142,6822021
2020-04-07,110366622.541487413,6829203
2020-04-08,110380748.086739879,6828436
2020-04-09,110394293.202109873,6832610
2020-04-10,110407929.59017518,6833946
2020-04-11,110421351.113732119,6831498
2020-04-12,110435050.095922451,6828488
2020-04-13,110448677.178653333,6829253
2020-04-14,110462386.472573696,6834549
2020-04-15,110476014.524490881,6837719
2020-04-16,110489577.974438101,6845952
2020-04-17,110503054.952566695,6852974
2020-04-18,110516532.313288329,6859743
2020-04-19,110530104.283502223,6862443
2020-04-20,110543680.516430328,6873981
2020-04-21,110557092.332612716,6880473
2020-04-22,110570689.218144988,6895399
2020-04-23,110584209.101675006,6903309
2020-04-24,110597717.597996614,6912692
2020-04-25,110611227.765900408,6927895
2020-04-26,110624736.638787407,6943127
2020-04-27,110638251.18257611,6959039
2020-04-28,110651736.24978596,6973638
2020-04-29,110665348.645042079,6988722
2020-04-30,110678872.389879629,7005800
2020-05-01,110692566.339251502,7023093
2020-05-02,110706157.231239874,7037933
2020-05-03,110719670.103858833,7054169
2020-05-04,110733327.071345729,7069427
2020-05-05,110746867.582280352,7083782
2020-05-06,110760249.800495718,7098096
2020-05-07,110773750.207481542,7110655
2020-05-08,110787362.216743091,7122721
2020-05-09,110800782.325640131,7134686
2020-05-10,110814417.055424614,7149064
2020-05-11,110827897.831995137,7164604
2020-05-12,110841336.357189472,7181963
2020-05-13,110854881.049233516,7200497
2020-05-14,110868408.934266395,7219726
2020-05-15,110881862.014498925,7236331
2020-05-16,110895265.868081482,7249241
2020-05-17,110908826.179763222,7265373
2020-05-18,110922196.979944888,7282680
2020-05-19,110935543.235431018,7295194
2020-05-20,110948994.327597623,7311461
2020-05-21,110962397.656098965,7324118
2020-05-22,110975688.008463243,7341806
2020-05-23,110989375.070140798,7356623
2020-05-24,111002842.869893873,7371003
2020-05-25,111016144.809682109,7389071
2020-05-26,111029619.449371502,7408961
2020-05-27,111042962.633187537,7427077
2020-05-28,111056298.327536445,7443731
2020-05-29,111069751.710040456,7459120
2020-05-30,111083221.230220172,7475542
2020-05-31,111096772.005651296,7491045
2020-06-01,111110158.0906645,7509084
2020-06-02,111123616.160927253,7519609
2020-06-03,111136947.577055627,7528930
2020-06-04,111150310.592333917,7541519
2020-06-05,111163827.964586915,7550832
2020-06-06,111177254.606330048,7567340
2020-06-07,111190716.695428129,7589161
2020-06-08,111204130.239140883,7625453
2020-06-09,111217695.079057042,7640501
2020-06-10,111230978.486796615,7655509
2020-06-11,111244412.231912089,7671984
2020-06-12,111258018.794243748,7696817
2020-06-13,111271578.393564627,7704574
2020-06-14,111285175.890428605,7717042
2020-06-15,111298622.96999361,7736392
2020-06-16,111311987.896226512,7757900
2020-06-17,111325272.96656665,7772390
2020-06-18,111338759.76762493,7790135
2020-06-19,111352279.24674604,7803620
2020-06-20,111365770.585249587,7823279
2020-06-21,111379354.320346252,7844678
2020-06-22,111392725.432510295,7859735
2020-06-23,111406121.488193647,7881297
2020-06-24,111419560.222323411,7903765
2020-06-25,111432973.56342821,7930618
2020-06-26,111446363.794324112,7953105
2020-06-27,111459626.697438004,7978424
2020-06-28,111473419.835186349,7994769
2020-06-29,111487043.724942482,8016662
2020-06-30,111500551.332460157,8022716
2020-07-01,111513950.390356785,8031465
2020-07-02,111527349.964213374,8033043
2020-07-03,111540847.81387411,8044395
2020-07-04,111554289.859214909,8044918
2020-07-05,111567810.223049585,8045695
2020-07-06,111581270.472512578,8055971
2020-07-07,111594791.73857152,8068439
2020-07-08,111608289.713679307,8093199
2020-07-09,111621714.764813297,8111124
2020-07-10,111635060.235531136,8116518
2020-07-11,111648715.120784126,8120486
2020-07-12,111662259.097750927,8124521
2020-07-13,111675758.22473568,8148279
2020-07-14,111689070.744807536,8174278
2020-07-15,111702670.38946821,8196468
2020-07-16,111715983.767309227,8216806
2020-07-17,111729358.867715594,8243433
2020-07-18,111742941.529950101,8264463
2020-07-19,111756398.47663772,8274831
2020-07-20,111769730.683774929,8271839
2020-07-21,111783100.261333811,8295351
2020-07-22,111796528.13837116,8315838
2020-07-23,111810132.649278317,8340782
2020-07-24,111823679.839511728,8374437
2020-07-25,111836923.388609164,8399878
2020-07-26,111850445.256488814,8421949
2020-07-27,111863915.377440942,8459590
2020-07-28,111877468.071829005,8483137
2020-07-29,111890952.026027595,8511178
2020-07-30,111904248.874365007,8533425
2020-07-31,111917733.871202409,8563465
2020-08-01,111931305.277683744,8575126
2020-08-02,111944823.013411151,8605203
2020-08-03,111958322.164980268,8624993
2020-08-04,111971677.930832212,8629659
2020-08-05,111985051.425723113,8639620
2020-08-06,111998657.57034777,8643291
2020-08-07,112012006.677028466,8659116
2020-08-08,112025388.474118681,8673446
2020-08-09,112038863.581522145,8687048
2020-08-10,112052301.727817188,8730094
2020-08-11,112065810.340516098,8773614
2020-08-12,112079521.391157522,8837368
2020-08-13,112093056.151470254,8886937
2020-08-14,112106672.371717141,8937902
2020-08-15,112120119.717987679,8958588
2020-08-16,112133578.525856912,8977207
2020-08-17,112146853.95565837,9003128
2020-08-18,112160508.746222911,9036254
2020-08-19,112174083.132056231,9054647
2020-08-20,112187626.192972851,9071371
2020-08-21,112201136.299615085,9146100
2020-08-22,112214607.215756192,9185464
2020-08-23,112228130.386099887,9196714
2020-08-24,112241581.739030211,9216348
2020-08-25,112254890.920203428,9240274
2020-08-26,112268491.093384807,9255220
2020-08-27,112281991.642570058,9280001
2020-08-28,112295503.164088418,9302160
2020-08-29,112308987.055504061,9319811
2020-08-30,112322607.581854023,9360715
2020-08-31,112336385.172395676,9412267
2020-09-01,112350026.013091332,9466528
2020-09-02,112363618.476047273,9514799
2020-09-03,112377134.202616203,9556359
2020-09-04,112390921.427933732,9568910
2020-09-05,112404442.802564681,9597209
2020-09-06,112418179.98739355,9614424
2020-09-07,112431539.036781905,9615199
2020-09-08,112445116.056505523,9630611
2020-09-09,112458531.815482965,9647587
2020-09-10,112472085.576593941,9675644
2020-09-11,112485639.668343004,9699699
2020-09-12,112499083.23989779,9711648
2020-09-13,112512644.674963113,9731933
2020-09-14,112526101.336341855,9756489
2020-09-15,112539638.846598379,9770669
2020-09-16,112553000.840391072,9791547
2020-09-17,112566830.671359654,9864198
2020-09-18,112580298.578680611,9913109
2020-09-19,112593909.90979461,9946603
2020-09-20,112607661.183316558,9957788
2020-09-21,112621458.184683463,9978728
2020-09-22,112634856.935476415,9993751
2020-09-23,112648543.834000304,10008943
2020-09-24,112662071.259010708,10019512
2020-09-25,112675474.307622725,10032429
2020-09-26,112688915.047495722,10037328
2020-09-27,112702224.873048774,10045324
2020-09-28,112715455.988574883,10068621
2020-09-29,112728663.954664085,10097050
2020-09-30,112741810.971250479,10115942
2020-10-01,112755103.307423757,10124957
2020-10-02,112768364.828091421,10135045
2020-10-03,112781611.936879596,10138359
2020-10-04,112794908.946025563,10139578
2020-10-05,112808252.096881255,10152081
2020-10-06,112821608.056020962,10165038
2020-10-07,112834758.495911409,10171206
2020-10-08,112847902.964387438,10172367
2020-10-09,112861193.97106616,10182770
2020-10-10,112874636.210894301,10175721
2020-10-11,112888248.912902503,10186580
2020-10-12,112901656.341868833,10200399
2020-10-13,112915286.169924683,10198720
2020-10-14,112928774.66080538,10203067
2020-10-15,112942212.825379581,10190874
2020-10-16,112955543.949839274,10187916
2020-10-17,112968995.232031796,10184908
2020-10-18,112982280.00092303,10185712
2020-10-19,112995979.856900328,10188650
2020-10-20,113009377.537510654,10204515
2020-10-21,113022642.090062917,10216998
2020-10-22,113035942.637023867,10213435
2020-10-23,113049147.513303395,10219823
2020-10-24,113062778.269331087,10223528
2020-10-25,113076198.73586953,10242261
2020-10-26,113089525.496891703,10251332
2020-10-27,113102993.30996644,10258359
2020-10-28,113116534.636396475,10264580
2020-10-29,113129962.293020984,10278590
2020-10-30,113143238.793388841,10290285
2020-10-31,113156678.583333722,10293797
2020-11-01,113170229.91925351,10309011
2020-11-02,113183548.036044485,10322589
2020-11-03,113196926.197256039,10330104
2020-11-04,113210372.935612965,10275650
2020-11-05,113223817.669446212,10266537
2020-11-06,113237228.440891607,10272368
2020-11-07,113250624.045771063,10266401
2020-11-08,113264210.118152628,10280862
2020-11-09,113277615.724200081,10289337
2020-11-10,113290893.642682941,10299331
2020-11-11,113304232.385146998,10295410
2020-11-12,113317574.610357709,10295494
2020-11-13,113331061.222111946,10316673
2020-11-14,113344574.864945515,10298374
2020-11-15,113358063.939137167,10288100
2020-11-16,113371413.735384264,10289025
2020-11-17,113384719.322973721,10303862
2020-11-18,113397907.620927764,10317240
2020-11-19,113411441.170054521,10326690
2020-11-20,113424610.692141527,10333288
2020-11-21,113438010.94222579,10333254
2020-11-22,113451320.76573883,10322195
2020-11-23,113464580.887770822,10327769
2020-11-24,113478087.220734183,10350238
2020-11-25,113491307.250142016,10339502
2020-11-26,113504724.423218985,10349298
2020-11-27,113517911.991836212,10305311
2020-11-28,113531592.284753676,10276885
2020-11-29,113545220.038089276,10219570
2020-11-30,113558729.032243698,10215055
2020-12-01,113572167.546310141,10241117
2020-12-02,113585500.743939183,10240055
2020-12-03,113599109.495518521,10229713
2020-12-04,113612518.343469268,10231913
2020-12-05,113625967.824157989,10228591
2020-12-06,113639562.92698545,10213151
2020-12-07,113653115.561010424,10228394
2020-12-08,113666703.79327715,10248031
2020-12-09,113680413.836107981,10256907
2020-12-10,113693735.18615075,10269273
2020-12-11,113707193.765044505,10285468
2020-12-12,113720564.682845508,10302295
2020-12-13,113733787.01398013,10334548
2020-12-14,113747187.606592101,10360028
2020-12-15,113760533.156007866,10393813
2020-12-16,113774024.941212005,10414269
2020-12-17,113787628.67881346,10411058
2020-12-18,113801065.086889124,10419030
2020-12-19,113814543.012561592,10433350
2020-12-20,113828069.117234501,10434881
2020-12-21,113841521.427920927,10443080
2020-12-22,113854953.042011632,10449055
2020-12-23,113868549.598408183,10465573
2020-12-24,113881743.405446986,10484835
2020-12-25,113895120.91590422,10500568
2020-12-26,113908813.066961092,10518608
2020-12-27,113922324.236817985,10542853
2020-12-28,113935953.843927301,10571134
2020-12-29,113949192.537779401,10595473
2020-12-30,113962725.991343351,10624765
2020-12-31,113976155.705426713,10649087
2021-01-01,113989619.013878411,10645719
2021-01-02,114003147.290497538,10675460
2021-01-03,114016511.74829117,10711561
2021-01-04,114029878.854078221,10764330
2021-01-05,114043289.201055912,10790645
2021-01-06,114056673.441123258,10824918
2021-01-07,114070103.414118193,10862403
2021-01-08,114083766.68334444,10904697
2021-01-09,114097191.402896791,10904910
2021-01-10,114110711.444754861,10921284
2021-01-11,114124198.81268285,10927351
2021-01-12,114137615.194722811,10941348
2021-01-13,114151065.003417989,10955655
2021-01-14,114164257.051035032,10970823
2021-01-15,114177829.400368071,10975075
2021-01-16,114191283.737751848,10977867
2021-01-17,114204756.409661729,10982624
2021-01-18,114218283.50374612,11000708
2021-01-19,114231874.65130275,11023271
2021-01-20,114245542.760661665,11046961
2021-01-21,114259042.546308217,11067225
2021-01-22,114272550.966405752,11090339
2021-01-23,114286235.515131052,11110055
2021-01-24,114299795.81490369,11130982
2021-01-25,114313355.162192676,11162374
2021-01-26,114326952.291989212,11172337
2021-01-27,114340310.434305925,11203651
2021-01-28,114353697.490262088,11243499
2021-01-29,114366954.675258665,11304002
2021-01-30,114380223.937329679,11331472
2021-01-31,114393971.761612396,11375564
2021-02-01,114407489.452695355,11426788
2021-02-02,114421007.585761604,11475776
2021-02-03,114434477.248086831,11518412
2021-02-04,114448095.547099661,11575494
2021-02-05,114461528.020546242,11629084
2021-02-06,114475015.121270048,11663160
2021-02-07,114488670.255065226,11692314
2021-02-08,114502122.620937658,11723500
2021-02-09,114515636.430550167,11781143
2021-02-10,114529185.659199116,11851803
2021-02-11,114542638.661321517,11875002
2021-02-12,114556177.804202326,11920538
2021-02-13,114569517.167607804,11969406
2021-02-14,114583096.850858531,12002468
2021-02-15,114596568.746597466,12050710
2021-02-16,114609921.185930283,12101178
2021-02-17,114623540.83685405,12123991
2021-02-18,114636964.02230535,12182912
2021-02-19,114650602.716525143,12244677
2021-02-20,114664078.522840005,12319825
2021-02-21,114677537.656707607,12366371
2021-02-22,114691038.498935393,12435681
2021-02-23,114704579.931587991,12498429
2021-02-24,114718004.254365952,12538814
2021-02-25,114731503.66154534,12562967
2021-02-26,114745065.678192642,12573762
2021-02-27,114758564.31669551,12592230
2021-02-28,114772008.871421859,12612490
2021-03-01,114785440.965644136,12621182
2021-03-02,114799077.805951021,12628483
2021-03-03,114812413.525054059,12660876
2021-03-04,114825932.930655737,12683880
2021-03-05,114839503.267618048,12714226
2021-03-06,114853139.270121192,12729783
2021-03-07,114866595.987284428,12755248
2021-03-08,114880112.834103548,12776771
2021-03-09,114893519.413083622,12801618
2021-03-10,114907037.277215225,12804062
2021-03-11,114920348.060499646,12821464
2021-03-12,114933829.298923988,12855834
2021-03-13,114947364.606523855,12886862
2021-03-14,114960973.260879236,12917133
2021-03-15,114974407.592490917,12950540
2021-03-16,114987928.498950618,12992637
2021-03-17,115001420.582090539,13035366
2021-03-18,115014884.849488249,13086328
2021-03-19,115028346.995909452,13123212
2021-03-20,115041887.729243614,13156207
2021-03-21,115055212.03090509,13178726
2021-03-22,115068683.010611772,13223988
2021-03-23,115082163.435173616,13235409
2021-03-24,115095593.124238314,13275064
2021-03-25,115109089.961215452,13302599
2021-03-26,115122650.485105098,13330199
2021-03-27,115136089.500122118,13352878
2021-03-28,115149547.295081942,13375811
2021-03-29,115163077.681840729,13407830
2021-03-30,115176606.171576677,13447840
2021-03-31,115190010.637024718,13512466
2021-04-01,115203506.463497876,13578722
2021-04-02,115216846.336266773,13621098
2021-04-03,115230339.936656644,13649296
2021-04-04,115243902.418418223,13660411
2021-04-05,115257409.116704945,13694421
2021-04-06,115270872.502612563,13738098
2021-04-07,115284375.182419102,13775995
2021-04-08,115297817.759116945,13797053
2021-04-09,115311154.639087273,13818043
2021-04-10,115324786.583051897,13843603
2021-04-11,115338331.28753622,13864853
2021-04-12,115351872.573153545,13886919
2021-04-13,115365306.748630033,13922939
2021-04-14,115378694.341506563,13957444
2021-04-15,115392099.044416566,13983658
2021-04-16,115405427.928671824,14048635
2021-04-17,115418809.880122162,14121469
2021-04-18,115432295.610335014,14173616
2021-04-19,115445597.689412977,14244615
2021-04-20,115459273.784470953,14347823
2021-04-21,115472846.572907784,14405807
2021-04-22,115486064.758889041,14450567
2021-04-23,115499403.415687902,14487239
2021-04-24,115513041.914708213,14507841
2021-04-25,115526862.157137601,14498965
2021-04-26,115540307.031324061,14478331
2021-04-27,115553714.020719202,14485238
2021-04-28,115567192.599513803,14514625
2021-04-29,115580578.118761819,14542267
2021-04-30,115594001.570388181,14555034
2021-05-01,115607690.052315685,14546178
2021-05-02,115621219.159516468,14558168
2021-05-03,115634858.217714036,14588757
2021-05-04,115648457.782244983,14608341
2021-05-05,115662084.341166537,14634434
2021-05-06,115675589.382131172,14661270
2021-05-07,115689029.953090476,14691470
2021-05-08,115702440.350798603,14824521
2021-05-09,115715797.496940895,14906133
2021-05-10,115729352.042256433,15050861
2021-05-11,115742779.569685245,15203754
2021-05-12,115756132.401049976,15293055
2021-05-13,115769655.719128452,15346583
2021-05-14,115783060.614242614,15400430
2021-05-15,115796523.278791392,15446086
2021-05-16,115809931.031790645,15475015
2021-05-17,115823320.609940491,15507547
2021-05-18,115836769.426265772,15546353
2021-05-19,115850239.698336815,15594936
2021-05-20,115863781.726337158,15579084
2021-05-21,115877350.901401566,15593210
2021-05-22,115890924.56349302,15615116
2021-05-23,115904423.898533912,15632566
2021-05-24,115917962.755818252,15640151
2021-05-25,115931320.880277501,15631830
2021-05-26,115944812.275567755,15623638
2021-05-27,115958290.934538199,15618036
2021-05-28,115971814.697487407,15631004
2021-05-29,115985439.358583066,15642678
2021-05-30,115998975.984688084,15648393
2021-05-31,116012434.333571781,15661586
2021-06-01,116025960.756269244,15667121
2021-06-02,116039603.989185431,15664799
2021-06-03,116053042.606790753,15627712
2021-06-04,116066668.855434855,15568181
2021-06-05,116080080.564189301,15519885
2021-06-06,116093759.460482869,15471876
2021-06-07,116107221.656109546,15453908
2021-06-08,116120757.955858481,15453209
2021-06-09,116134263.66116465,15446946
2021-06-10,116147695.865602595,15434734
2021-06-11,116161213.427976889,15440472
2021-06-12,116174727.589284877,15422028
2021-06-13,116188441.027398039,15427919
2021-06-14,116202079.816434405,15432357
2021-06-15,116215799.3232461,15442894
2021-06-16,116229243.483205107,15453960
2021-06-17,116242854.685130712,15478483
2021-06-18,116256309.621714998,15495590
2021-06-19,116269923.692089915,15502304
2021-06-20,116283547.325025663,15510598
2021-06-21,116296870.733259352,15515314
2021-06-22,116310478.792603611,15517178
2021-06-23,116324045.11880689,15506535
2021-06-24,116337556.667597186,15500173
2021-06-25,116350925.67748243,15491969
2021-06-26,116364505.952306993,15488068
2021-06-27,116378151.984726388,15491507
2021-06-28,116391782.101582698,15555090
2021-06-29,116405247.06222717,15596953
2021-06-30,116418803.164646385,15612284
2021-07-01,116432197.706759247,15616702
2021-07-02,116445828.680405052,15633557
2021-07-03,116459295.66808604,15646273
2021-07-04,116472927.577978846,15665611
2021-07-05,116486478.610945881,15672089
2021-07-06,116499995.178632662,15703891
2021-07-07,116513430.2781772,15733982
2021-07-08,116526977.857337573,15760620
2021-07-09,116540419.021476524,15786341
2021-07-10,116553983.1506986,15802145
2021-07-11,116567430.407363314,15814535
2021-07-12,116580777.768348251,15843704
2021-07-13,116594052.831649449,15870993
2021-07-14,116607494.158568728,15896842
2021-07-15,116620985.522953252,15912910
2021-07-16,116634319.613037103,15935428
2021-07-17,116647637.974767613,15952557
2021-07-18,116661073.56721471,15961560
2021-07-19,116674495.720616636,15982891
2021-07-20,116687817.653775088,15998002
2021-07-21,116701353.410187685,16007319
2021-07-22,116714805.435353221,16026357
2021-07-23,116728142.304499459,16045992
2021-07-24,116741792.521594792,16043147
2021-07-25,116755217.851041039,16062182
2021-07-26,116768504.762111969,16069521
2021-07-27,116781681.116723848,16096454
2021-07-28,116794848.921502926,16117244
2021-07-29,116808134.372022721,16119274
2021-07-30,116821285.359141342,16131445
2021-07-31,116834470.002877215,16146731
2021-08-01,116847646.992265672,16153674
2021-08-02,116860979.582716068,16158061
2021-08-03,116874165.448368096,16172051
2021-08-04,116887356.139381025,16197803
2021-08-05,116900592.03699087,16214110
2021-08-06,116914053.786219502,16233886
2021-08-07,116927610.356988225,16248845
2021-08-08,116941110.080580761,16263943
2021-08-09,116954630.548149033,16281863
2021-08-10,116968128.089450321,16306328
2021-08-11,116981387.024062513,16331627
2021-08-12,116994881.525270791,16345661
2021-08-13,117008314.600073578,16364592
2021-08-14,117021765.457054631,16386998
2021-08-15,117035042.212555096,16409050
2021-08-16,117048498.519065508,16423227
2021-08-17,117062009.528138057,16446167
2021-08-18,117075300.714886745,16467882
2021-08-19,117088987.193632026,16490494
2021-08-20,117102378.099579738,16507269
2021-08-21,117115748.920438697,16523679
2021-08-22,117129258.878915385,16546183
2021-08-23,117142549.054076688,16562316
2021-08-24,117156028.14939119,16590239
2021-08-25,117169463.086999588,16625842
2021-08-26,117182917.216784382,16659763
2021-08-27,117196297.424038925,16698669
2021-08-28,117209658.552409121,16724215
2021-08-29,117223118.577286708,16750293
2021-08-30,117226815.303242343,16759833
2021-08-31,117226815.303242343,16759833
